,Feature,basinc,bennent,bnlwinc,ccgdbd,ccrdprs,chldhhe,crpdwk,edulvlfb,edulvlmb,edulvlpb,eduunmp,eiscedf,eiscedm,eiscedp,elgbio,elgcoal,elghydr,elgngas,elgnuc,emplrel,emprelp,estsz,eudcnbf,euftf,eusclbf,gndr2,gndr3,gvsrdcc,hinctnta,iccohbt,icomdnp,icppdwk,icwhct,iorgact,isco08,isco08p,jbspv,lbenent,lklmten,lknemny,lkredcc,lrscale,lvgptnea,marsts,nacer2,netustm,occf14b,occm14b,ownrdcc,pdjobev,pdjobyr,prtdgcl,rfgbfml,rfgfrpc,rlgblge,rlgdnm,rshipa2,rshipa3,rshpsts,sbbsntx,tporgwk,trstep,trstun,uemplwk,vteurmmb,wkdcorga,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctra,wrkprbf,yrbrn2,yrbrn3
10,trstplc,4.309735392694465e-05,0.0002349870062753,0.0003360006145569,0.0015522692873284,8.433523973414127e-05,6.830407447450985e-05,0.0015978655842844,2.1418157083993244e-05,0.0001395027355608,0.0001647871828627,0.000205967920412,1.0151210108633984e-05,2.8897343441853608e-05,0.0001668531684354,0.0015842442324964,0.0002258655802032,9.231805695037968e-05,0.0004932421596278,9.812021739503293e-05,0.0002040321956347,0.0013466986288754,0.0002001111577412,0.0002283023597033,0.0001822106591665,0.0001907456893759,6.445315672704927e-05,3.426017112080739e-05,0.0014590030734101,0.0014186191506039,0.0004411969834748,0.00065330578089,0.0007781795893088,0.0002759444664076,0.0006237630772314,0.000153742384806,0.0019308006082082,0.0002176029508902,0.0001369023120767,0.0005065736914224,,0.0010495978518441,0.0175893583446984,5.6361635512616433e-05,,0.0001884875394846,8.624286965942014e-05,0.000815604569016,0.0007070387436977,0.0001499725560242,0.0004857383269083,,0.0722646084519785,,0.0009982742280005,,0.0003806387966944,2.366649729010449e-06,1.7599950660983154e-05,0.0015139019293248,6.779656717679201e-05,0.0001051742553436,0.0018227104695188,0.0012228537032599,0.0006172421186762,,3.020498318833125e-05,,,,9.719698753090052e-06,0.0002097567725763,0.0001302006899854,0.0001695783699212,
11,trstprl,0.0004333850406182,0.0006443454209496,0.0005790373013802,0.0002365194597235,6.29621670912105e-05,,0.0002130611440524,5.28449879624366e-05,0.0004487920924758,0.0005763295769601,0.0003147319695235,6.32861880530932e-05,0.0001636493857838,0.0006806785275803,0.0006722377607804,0.000168747886034,0.0003608639327313,0.0063207305244599,0.0007298335043152,2.9814769300280146e-05,0.0005413303066948,0.000142981370772,0.0012777085405796,0.0006936701275288,2.248395535067604e-05,0.0003455463855555,8.362396992671777e-05,0.0005268555067983,0.0002145001603545,0.000350311288285,0.0006521457831302,0.0007835493111341,0.0002232576351686,0.0003378030084295,0.0012269762944764,0.0010487243433852,1.3493751838682251e-05,0.0003343874678661,0.0008567138176727,0.000720414400587,0.0002327815834307,0.0084592621040507,0.0001965547625138,0.0002547307001353,0.0002144777911488,0.0001004671066144,0.0012026192834008,0.0022247083877433,0.0002485356956876,0.0013318802625492,,0.0161168002686644,0.0002146716399268,0.0001633933270818,0.0001092767893968,5.325085609839824e-05,5.8568589483284606e-05,5.725199640544542e-05,7.752759588605489e-05,0.0008853425360424,0.0001524481349838,,,0.000134767606652,0.0021597395801096,6.211579139710206e-05,,,,6.937285100488868e-05,8.306283095153681e-05,0.0010224078834083,0.000201994838799,0.000308389615356
12,pbldmn,0.0011121907725883,0.0018406872016932,0.0011314684356436,0.0001647070190353,6.908375849155613e-05,,,,,0.0150473989078981,0.000235397119196,,,0.0135503439701519,,,2.0007039170004984e-05,0.0001981197486912,,0.0016595683937494,,0.0005966318788776,,,,7.253936573517003e-05,,,,0.0113729794034602,0.0128854364374825,0.0131030303872953,0.0008413208875797,,0.000585982318545,,0.0012683759775751,,0.0001290355857931,,6.434091253045633e-05,,1.7636295884604912e-05,0.0047221954378964,0.0008624004211694,0.0006193371317805,0.002571210103736,,0.0002915856789821,0.0012686278742621,,0.0674567956736254,,0.0002748346500607,,,0.0001410926202033,,0.0305104910126849,,0.0009253927521606,0.0002251457354756,0.0002116616365009,0.0008082351969787,9.022783477919383e-06,0.0003451143581932,0.0003397091579455,0.0001491506623818,0.0004119063926312,0.0003782041257292,,,0.0005280045097865,0.0001910983261169
13,bctprd,0.0001311852078631,0.0001466603998739,0.000196007022297,5.825499845726488e-05,4.922555084817099e-05,4.4093550455434346e-05,0.0001492757330416,1.2057350586176654e-07,5.453307658302309e-05,4.4177638204861626e-05,0.0001235181743981,2.9162510051458695e-07,7.057194814099868e-05,0.000135157730838,0.0002799196316898,5.11842358096096e-05,2.529308833766833e-05,5.176426221222841e-05,3.590690023353542e-05,3.4099583685265103e-06,0.0004287425553951,5.249823412691973e-05,5.011642031177136e-05,8.923592496804865e-06,6.396255861453113e-05,2.4680050714708086e-06,1.2177502516798142e-05,7.724153775074469e-05,0.00017698562198,0.0001036539458197,0.0001067870291372,0.000119280063159,2.228241773861124e-05,8.064580440977095e-06,0.0002348157199791,0.0003601847687751,1.031986295416758e-06,0.0002152265226174,7.670832335914514e-05,8.87164939732261e-05,4.9333780356145645e-05,9.425664669009916e-05,3.891038767135483e-05,7.079208898647297e-05,2.7828726926108807e-05,4.202723939838049e-05,0.0003839462639862,0.0003698671867336,9.64640128201728e-05,0.0002660139072768,2.4109642651044257e-05,0.0032500261455089,3.864020523213896e-05,0.0003108595506615,1.971340997223622e-06,2.880392285049938e-05,7.700809226205762e-07,2.138008573044728e-05,0.0001069871499533,7.2654637627867e-05,9.900207901262697e-06,0.0004274013124865,0.0001423417932848,5.4288378286720056e-05,1.8058342144558898e-07,7.99350793126799e-06,,,,1.9330744947187083e-05,4.3886150460014585e-05,0.0001659500799748,7.112805668330882e-05,1.970578645368798e-05
14,gincdif,0.0007128954211466,0.00060127868852,0.0002865116416023,0.0001505905502453,9.463588684788906e-05,0.0014554918535557,0.0011572588540799,0.0001293990047357,0.0003286542648722,0.0034955360949852,0.0015886769773179,4.42719661822471e-05,4.564447851420216e-05,0.0038230367655265,0.0003039728638,0.0006662285273212,0.0007267751974007,0.001890922787952,0.0002657660344425,0.000568038809747,0.0030153873676296,6.816447823319348e-05,0.00086046552013,0.0014817627940449,0.0014941476723968,0.0003746947268473,2.5584415118226825e-05,1.2559673096968802e-05,0.0079780087022906,0.0035473069314528,0.0032362504799561,0.0025944709861167,4.285411841830497e-05,0.0004008917571355,0.0013028098694378,0.0036514971340048,4.4960113601625824e-05,0.0072912630152552,0.0019399176254182,0.0008486483398576,0.000198959870574,0.0033431498004631,7.271087599873304e-05,0.0043714705578042,0.0001163876720054,0.001425096055244,0.0051736720780692,0.01323993137157,0.0002333717770057,0.0002974423969263,0.0005413760479749,0.0029894493329702,0.0002262123002618,0.0008491636988615,1.1275245937704277e-05,0.0001934525155869,0.0002060967737257,8.231155060007768e-05,0.0109405803060398,0.0011917812727612,0.0001379205539883,0.0066814467167527,0.0016594934428225,0.0010933144327188,6.527074681217211e-05,0.000146835912342,,,,0.0002023368890451,2.442621797349902e-06,0.0011028795394357,0.0007855265213347,0.000447629468233
15,mnrgtjb,0.0017484371969463,0.000979906415784,0.0007223763956981,0.000443030986303,,,,3.90735428592231e-05,,,,1.5607493053125578e-05,,,,,,,0.0004818246292734,,,,,,,0.0002812958151064,6.91009162197134e-05,,,,,,,,,,,0.0038410631399259,,0.0002742903147271,,,,,,8.540780452797925e-05,0.0025077902609987,,,,,0.0062474791135677,0.0003806408957714,0.0006294768341628,8.518612834032033e-05,0.0002060216287896,1.3836316707088783e-05,2.941158343174695e-05,,,,,,0.0010975211819647,0.0004365843843111,,0.0010773565900365,,,6.708620945448577e-05,0.0002609300120573,,,0.0001101859848326
16,imsmetn,0.0005444425990475,0.0007315964035531,0.0006836888528469,0.0003002278853911,0.0001883332591539,8.69031463814268e-05,0.0008970734712035,8.984033665358565e-06,0.0004483700633937,8.786083591433542e-05,0.0014696522850328,2.8224374527921814e-06,0.0002937464458618,0.0001803993528703,0.0004247961672838,0.0002383335831905,0.0002293251234334,0.0005259579073023,0.0002502939647532,2.0536420083777627e-05,0.0016446427131346,0.0004922488319775,3.7839342675880736e-06,,0.0005715711520583,1.8784833441997805e-05,5.385132572650957e-05,0.000224209911693,,2.0639122468891047e-05,8.390940401255247e-07,5.781989802864159e-05,1.8226580196715783e-05,0.0001644494433865,0.0003179889419959,0.0018293508004746,3.1345689772136417e-06,0.0006432778305826,0.0003833147108721,,0.000156923741284,0.0007031846675323,0.0001429157730029,0.0013687009036927,0.0006482514539216,0.0004350764665227,0.0018843568515965,0.0005064614136837,0.0003996393388761,0.0003868734946001,0.0021126277247545,0.0025817647778366,0.0004156774025315,0.0024536285753737,2.754332971288351e-05,4.649522247720185e-05,3.6906494442702685e-05,8.374042929319266e-05,,0.0001813065487871,9.799962882340416e-05,0.001965197044323,0.0014260906976597,0.0006730403599857,1.668690567441013e-05,0.0001032018633831,0.0006174911528907,0.0003951799968323,0.0031492220410108,4.9071676178401e-05,6.403168782158243e-05,,0.0002348603923446,0.0006812057217039
17,imdfetn,0.0003858244802647,0.00106516099015,0.0008402682021064,0.0002787634004205,0.0002851143734108,0.0001525198666938,0.0085044620641717,5.069648384165371e-07,0.0002038759333401,0.0003109247956711,0.0012611430890105,1.5010958439896955e-06,0.0002887320695689,0.0002472483940793,0.0007346389490035,0.0002321461316596,0.0002035285562357,0.0006402409136225,0.0003176237627581,0.0003855841580278,0.0011473929456584,0.0003312867528682,0.0006660319917886,0.0013699540023578,0.0002545739489046,6.449994283353288e-06,0.0001799140873905,0.0010714481764997,0.0006476681327479,0.0006124619583163,0.0001841512109903,0.0002327675546371,1.026631719711572e-05,0.0002489143116097,0.0001236609354012,0.0002351621010735,0.0002182131143924,0.0039579399688556,0.0021239111658266,1.311189650455836e-05,0.0007249654857204,0.000854772000499,9.965878658773142e-05,0.0027857747912369,0.0002228121655724,0.000920681753701,0.0002901400362307,0.002088656427135,0.0008155189814468,0.0008489372424385,0.011682719378252,0.0003986340963725,0.0006773582697301,0.0008282087985972,0.0016715418051277,0.000181297173121,3.290798845003679e-05,1.3268607253760643e-05,0.0004675427255647,0.0006060914302022,5.857150699759694e-05,0.0031836789572523,0.0014257360914867,0.0004247555254529,0.0017528850812104,0.0001418920078006,,,,6.627869704285198e-05,0.0001678221356459,0.0022646641334017,0.0003686344778447,0.0004454277105834
18,imwbcnt,0.0005539078075125,,,,,,,0.0001205187836998,,,,4.144673506213251e-05,,,,,,,,0.0001775228417415,0.0024171751056947,,,,,0.0002229528309085,,,,,,,1.7705612693695118e-06,0.0001311959740339,0.000716966652822,0.0026012028602177,3.430892115541172e-05,,,,,,,,0.0001586448377045,0.0006188924679113,,,,,,,,,,,1.1626359960047558e-05,,,,,0.0223666003069192,0.0145173343435138,,,3.474208445636795e-05,0.0007246253408181,0.0006323212306352,0.0019725342920186,4.3829948109136987e-05,,,0.0002239112901774,
19,happy,0.0001039666486771,0.0005038287903893,0.002841107575787,0.0004693572939615,0.0001918955837337,0.0003196531115708,0.0003873790350332,1.8062435980181357e-05,0.000156723387256,0.0003291363400062,0.0017412219971818,8.760962063551927e-06,0.0001899882841158,0.0004264081483167,0.0004392071526425,0.0007095943469703,8.90759747780698e-05,8.856883457845789e-05,0.0001632540664395,0.0003421851039301,0.0009807000893513,0.0004697124790701,0.0008809845945836,0.0012370343680812,0.0005259922059525,1.0312135052169867e-06,1.6688174438642134e-05,0.0003098470685526,0.0018288290267328,6.23358141103704e-05,4.422737175555423e-05,0.0001675213456919,8.472944301834299e-06,0.000264847541841,2.732881140242272e-05,0.0006045147227316,8.141484905505999e-05,0.0049793344334498,0.0006630148534906,0.0010935486264339,0.0015419088971401,0.0055607719524883,5.725839443185278e-05,0.0001121430662384,0.0002448676797229,0.0004167479480408,0.0024050071781629,0.0028886548383242,0.0008160944034839,0.0001963803034416,0.0003309687673834,0.0015690452038289,0.0020125540259328,0.0012590380912605,4.171108914966109e-05,0.0003552684138602,6.26709527350719e-06,4.474433736617317e-05,2.079844271732812e-05,0.0003361710316007,1.201719613519926e-05,0.0008321049174956,0.0002104404006463,0.001397580965518,5.328074691972386e-05,1.250558801261959e-05,,,,3.532676254706465e-05,5.9233327833090434e-05,0.0016476793967744,0.000166771350013,0.0002729923207178
20,hlthhmp,0.0004198277606459,0.000280912097769,0.0002682109547455,0.0006413329924643,0.0004961557515712,0.0018380372499317,0.0001291142192846,2.772987673398026e-06,0.0001114672811511,0.0076743419125598,0.0001653194074293,2.137163181554525e-05,0.0002780093576913,0.0077682633023869,0.0006887421805924,0.0005480327363377,5.506233464147421e-05,0.000143357963981,0.0003535198048623,,,,0.00074653848929,5.078555131188112e-06,,5.537907748215712e-05,,0.0008015569574375,,0.0090647194448886,0.0071699648369216,0.0072128629103217,,,,,,0.0019316947929516,0.0004201522682221,0.0004794018703998,0.0001108227810033,0.0010534500510843,4.289375548630221e-05,0.0025594934737689,,0.0006825698292846,0.0010215437361132,0.0016817050413322,0.0005396609717296,,0.000137628003945,0.004768382839015,0.001160797170277,0.0002219147012016,0.000182804753459,0.0001491662399651,3.7726962769745984e-05,,0.015151062098826,0.0004027475948748,,0.0018135022232433,0.0005549017390133,0.0010115258157117,0.0001201934751072,,,,,,7.551183819367018e-05,0.0002450833471142,7.134875952943316e-05,
